time_s,state_of_charge,outlet_temperature_c,deliverable_power_mw
0.0,1.0,400.0,0.16275
72.0,0.9979403173828888,400.0,0.16275
144.0,0.9958806347657778,400.0,0.16275
216.0,0.9938209521486668,400.0,0.16275
288.0,0.9917612695315556,400.0,0.16275
360.0,0.9897015869144449,400.0,0.16275
432.0,0.9876419042973337,400.0,0.16275
504.0,0.9855822216802227,400.0,0.16275
576.0,0.9835225390631117,400.0,0.16275
648.0,0.9814628564460005,400.0,0.16275
720.0,0.9794031738288893,400.0,0.16275
792.0,0.9773434912117783,400.0,0.16275
864.0,0.9752838085946673,399.99999999999994,0.16274999999999992
936.0,0.9732241259775564,399.9999999999999,0.16274999999999984
1008.0,0.9711644433604452,399.9999999999999,0.16274999999999984
1080.0,0.9691047607433342,399.9999999999999,0.16274999999999984
1152.0,0.9670450781262232,399.9999999999999,0.16274999999999984
1224.0,0.964985395509112,399.9999999999999,0.16274999999999984
1296.0,0.962925712892001,399.9999999999999,0.16274999999999984
1368.0,0.96086603027489,399.9999999999999,0.16274999999999984
1440.0,0.9588063476577788,399.99999999999983,0.1627499999999997
1512.0,0.9567466650406676,399.99999999999983,0.1627499999999997
1584.0,0.9546869824235571,399.9999999999998,0.16274999999999962
1656.0,0.9526272998064457,399.99999999999966,0.16274999999999945
1728.0,0.9505676171893347,399.9999999999996,0.16274999999999937
1800.0,0.9485079345722237,399.9999999999994,0.16274999999999898
1872.0,0.9464482519551127,399.9999999999991,0.1627499999999985
1944.0,0.9443885693380016,399.9999999999987,0.16274999999999787
2016.0,0.9423288867208908,399.9999999999982,0.16274999999999704
2088.0,0.9402692041037798,399.99999999999756,0.162749999999996
2160.0,0.9382095214866688,399.9999999999966,0.16274999999999445
2232.0,0.9361498388695579,399.9999999999954,0.1627499999999925
2304.0,0.9340901562524472,399.9999999999937,0.16274999999998974
2376.0,0.9320304736353364,399.9999999999914,0.16274999999998602
2448.0,0.9299707910182256,399.9999999999884,0.16274999999998113
2520.0,0.9279111084011149,399.9999999999844,0.16274999999997464
2592.0,0.9258514257840045,399.9999999999792,0.16274999999996614
2664.0,0.9237917431668942,399.9999999999722,0.16274999999995476
2736.0,0.9217320605497841,399.99999999996317,0.16274999999994005
2808.0,0.9196723779326742,399.9999999999515,0.1627499999999211
2880.0,0.9176126953155649,399.99999999993634,0.1627499999998964
2952.0,0.9155530126984562,399.9999999999169,0.16274999999986475
3024.0,0.9134933300813479,399.99999999989205,0.16274999999982434
3096.0,0.9114336474642403,399.99999999986034,0.1627499999997727
3168.0,0.9093739648471338,399.99999999982003,0.1627499999997071
3240.0,0.9073142822300287,399.9999999997692,0.1627499999996244
3312.0,0.9052545996129252,399.9999999997051,0.16274999999952006
3384.0,0.903194916995824,399.99999999962466,0.16274999999938913
3456.0,0.901135234378725,399.99999999952416,0.16274999999922557
3528.0,0.8990755517616298,399.99999999939894,0.16274999999902176
3600.0,0.897015869144538,399.99999999924336,0.16274999999876855
3672.0,0.8949561865274516,399.99999999905094,0.1627499999984554
3744.0,0.8928965039103711,399.99999999881334,0.1627499999980687
3816.0,0.890836821293298,399.9999999985213,0.16274999999759338
3888.0,0.8887771386762343,399.99999999816293,0.16274999999701018
3960.0,0.8867174560591818,399.999999997725,0.16274999999629747
4032.0,0.884657773442143,399.99999999719086,0.1627499999954281
4104.0,0.882598090825121,399.9999999965414,0.16274999999437118
4176.0,0.8805384082081193,399.999999995754,0.16274999999308967
4248.0,0.8784787255911423,399.9999999948015,0.16274999999153944
4320.0,0.8764190429741946,399.99999999365247,0.16274999998966938
4392.0,0.8743593603572826,399.99999999226964,0.16274999998741882
4464.0,0.8722996777404133,399.99999999060964,0.16274999998471718
4536.0,0.870239995123595,399.9999999886215,0.16274999998148146
4608.0,0.8681803125068382,399.999999986246,0.16274999997761538
4680.0,0.8661206298901541,399.9999999834139,0.1627499999730061
4752.0,0.8640609472735569,399.999999980045,0.16274999996752323
4824.0,0.8620012646570623,399.9999999760461,0.16274999996101508
4896.0,0.8599415820406899,399.9999999713095,0.16274999995330616
4968.0,0.8578818994244617,399.9999999657106,0.16274999994419395
5040.0,0.8558222168084036,399.99999995910565,0.16274999993344447
5112.0,0.8537625341925457,399.99999995132936,0.16274999992078854
5184.0,0.8517028515769228,399.99999994219166,0.16274999990591693
5256.0,0.8496431689615761,399.9999999314746,0.16274999988847488
5328.0,0.8475834863465525,399.9999999189282,0.16274999986805566
5400.0,0.845523803731906,399.999999904267,0.1627499998441945
5472.0,0.8434641211177003,399.99999988716496,0.16274999981636096
5544.0,0.8414044385040068,399.9999998672506,0.16274999978395036
5616.0,0.8393447558909095,399.99999984410067,0.16274999974627385
5688.0,0.837285073278504,399.99999981723505,0.16274999970255002
5760.0,0.8352253906668998,399.9999997861081,0.16274999965189094
5832.0,0.8331657080562228,399.9999997501024,0.16274999959329167
5904.0,0.831106025446616,399.9999997085189,0.1627499995256145
